sentence,睿智,狂野,活力,佛系,浪漫,善良,幽默
哈哈哈∼我不是那種就是會很憂鬱的那種，就是我基本上沒什麼壓力，我想說反正…,10,10,13,10,8,14,13
對，反正時間到了就會自己過的那種,10,10,13,10,8,14,13
對阿,10,10,13,10,8,14,13
很少欸，除非參加比賽,10,10,13,10,8,14,13
對阿不是沒差…,10,10,13,10,8,14,13
哦你說出社會之後嗎,10,10,13,10,8,14,13
我是學文組的,10,10,13,10,8,14,13
會阿呵呵∼我覺得，不能說自己是甚麼系，但是我覺得我們系出來沒什麼前途的感覺,10,10,13,10,8,14,13
對阿因為我們…,10,10,13,10,8,14,13
不是，都有　呃…因為應該說我們比較沒有像理工就是甚麼比較專精、哪個專業，我們系是比較廣，所以就…,10,10,13,10,8,14,13
嗯∼,10,10,13,10,8,14,13
你知道了哈哈哈哈，是不是大家都，這樣講就知道是甚麼系了,10,10,13,10,8,14,13
對哈哈哈，這真的　如果我覺得我如果大…喔不能講自己是甚麼，反正未來如果沒有找到自己專業的話，就會很可怕,10,10,13,10,8,14,13
可是那也是你要先有專業的能力,10,10,13,10,8,14,13
嗯,10,10,13,10,8,14,13
是喔,10,10,13,10,8,14,13
可是我覺得那不太準,10,10,13,10,8,14,13
真的不準,10,10,13,10,8,14,13
我是不知道啦但是我聽說的是沒有很高,10,10,13,10,8,14,13
對，之類的，就是沒有到真的，跟其他系比的話沒有到真的很高,10,10,13,10,8,14,13
對阿,10,10,13,10,8,14,13
呵呵呵∼我很開心,10,10,13,10,8,14,13
對阿，不然你有甚麼煩惱嗎,10,10,13,10,8,14,13
真的假的啊？是因為系嗎還是因為本身,10,10,13,10,8,14,13
哦∼,10,10,13,10,8,14,13
嗯？,10,10,13,10,8,14,13
嗯嗯我知道那個,10,10,13,10,8,14,13
哦∼,10,10,13,10,8,14,13
呵呵呵就有聽說過啊,10,10,13,10,8,14,13
嗯嗯嗯,10,10,13,10,8,14,13
嗯嗯嗯,10,10,13,10,8,14,13
嗯嗯嗯,10,10,13,10,8,14,13
嗯嗯嗯,10,10,13,10,8,14,13
就還沒,10,10,13,10,8,14,13
哦∼,10,10,13,10,8,14,13
我覺得是因為現在我還沒有踏入那個階段，等我到那個階段應該就會很多煩惱了,10,10,13,10,8,14,13
對阿現在就其實真的沒什麼啊，現在你只要管讀書跟頂多打工，就沒什麼,10,10,13,10,8,14,13
其他的興趣,10,10,13,10,8,14,13
哦∼沒有我不喜歡做菜,10,10,13,10,8,14,13
音樂喔，我是喜歡聽而已，但是我…因為我小時候有去學過，然後我覺得我是沒有那方面的天分，就只是喜歡聽而已，就是像因為我國小就學了５、６年的鋼琴吧,10,10,13,10,8,14,13
對但是就是真的是那種，家長逼你去參加那種才藝班的感覺，就不是我自己想去的,10,10,13,10,8,14,13
對阿,10,10,13,10,8,14,13
哦哦,10,10,13,10,8,14,13
嗯∼,10,10,13,10,8,14,13
對阿，喔像我現在就想要學怎麼彈吉他,10,10,13,10,8,14,13
對阿因為我們系上也蠻多人都會的，然後就會有時候跟他們學一下,10,10,13,10,8,14,13
嗯∼,10,10,13,10,8,14,13
嗯嗯,10,10,13,10,8,14,13
比較相似的那種,10,10,13,10,8,14,13
對阿,10,10,13,10,8,14,13
對對對對,10,10,13,10,8,14,13
對對對，你還要練那種手甚麼的,10,10,13,10,8,14,13
對阿,10,10,13,10,8,14,13
哦∼,10,10,13,10,8,14,13
對啊我也有想…,10,10,13,10,8,14,13
呵呵呵∼耳機是不是,10,10,13,10,8,14,13
你有兄弟姊妹之類的嗎,10,10,13,10,8,14,13
有喔，你有甚麼？,10,10,13,10,8,14,13
你有一個弟弟,10,10,13,10,8,14,13
真的假的,10,10,13,10,8,14,13
哦∼好酷喔,10,10,13,10,8,14,13
喔真的假的　阿同系嗎,10,10,13,10,8,14,13
好∼,10,10,13,10,8,14,13
呵呵呵∼,10,10,13,10,8,14,13
對阿,10,10,13,10,8,14,13
呵呵呵呵∼可是為甚麼是嗷嗷嗷,10,10,13,10,8,14,13
哦∼,10,10,13,10,8,14,13
有阿,10,10,13,10,8,14,13
哦∼,10,10,13,10,8,14,13
哦∼呵呵呵,10,10,13,10,8,14,13
好,10,10,13,10,8,14,13
嗯？沒有,10,10,13,10,8,14,13
呵呵呵,10,10,13,10,8,14,13
嗯嗯嗯,10,10,13,10,8,14,13
嗯嗯嗯,10,10,13,10,8,14,13
哦∼,10,10,13,10,8,14,13
你說自己一個人嗎還是跟其他人,10,10,13,10,8,14,13
哦∼,10,10,13,10,8,14,13
嗯∼就是自己開心就好了,10,10,13,10,8,14,13
哦∼,10,10,13,10,8,14,13
嗯∼,10,10,13,10,8,14,13
嗯∼,10,10,13,10,8,14,13
嗯∼,10,10,13,10,8,14,13
嗯嗯嗯嗯,10,10,13,10,8,14,13
很多欸∼,10,10,13,10,8,14,13
嗯∼好　我是，為甚麼會叫這個就是，應該說，有趣就是我自己覺得,10,10,13,10,8,14,13
因為我是那種如果熟起來的話會,10,10,13,10,8,14,13
對幹話很多那種,10,10,13,10,8,14,13
呵呵呵∼然後而且我又常跟室友阿甚麼之類的，我看到甚麼好笑的就跟他們講，但他們…可能是我自己笑點比較低，可是我都覺得很好笑，但他們都覺得…,10,10,13,10,8,14,13
對然後他們就是鄙視的眼神看著你,10,10,13,10,8,14,13
對然後我就覺得明明就很好笑，有時候他們也是會笑啦，只是可能那個點可能就比較不一樣，我是那種隨便你只要講我幾乎都會覺得很好笑的那種,10,10,13,10,8,14,13
呵呵∼對,10,10,13,10,8,14,13
對我也是很愛笑的那種,10,10,13,10,8,14,13
然後恐龍的話就是那個娃娃嘛，然後那個娃娃其實是最近才有的，就是最新的一隻,10,10,13,10,8,14,13
對,10,10,13,10,8,14,13
沒有，沒有很愛，是剛好，剛好那隻娃娃是最近，我們要辦活動，我原本是跟別人借的，然後後來他就是說喔直接送你啦∼所以他才是我最近的娃娃,10,10,13,10,8,14,13
就是宿營阿，宿營剛結束,10,10,13,10,8,14,13
那原本是我們其中一個道具，但是我沒有那個娃娃，然後就跟別人借，原本想說甚麼時候要還然後在問，然後他就說不用了,10,10,13,10,8,14,13
對阿所以他就是我的新娃娃,10,10,13,10,8,14,13
嗯，都是海豹嗎,10,10,13,10,8,14,13
哇,10,10,13,10,8,14,13
到現在嗎,10,10,13,10,8,14,13
好厲害,10,10,13,10,8,14,13
哦∼,10,10,13,10,8,14,13
哦我也是∼,10,10,13,10,8,14,13
我也很喜歡那種療癒的東西,10,10,13,10,8,14,13
我現在就是宿舍的床也有北極熊,10,10,13,10,8,14,13
對,10,10,13,10,8,14,13
對阿,10,10,13,10,8,14,13
對就很好抱的那種,10,10,13,10,8,14,13
很舒壓,10,10,13,10,8,14,13
哦然後興趣的話，我的興趣也是差異蠻大的，那種很靜的就是真的很靜，然後很動的就是真的很動的那種。像很靜的話就是，我之前，哦到現在還是喜歡啦，就是素描,10,10,13,10,8,14,13
對就是，我原本只是練來培養耐心，就是我之前真的是很靜不下來那一種,10,10,13,10,8,14,13
對阿,10,10,13,10,8,14,13
對我從國小的時候常常會被寫聯絡簿的那一種,10,10,13,10,8,14,13
對然後我媽真的是試了很多種方法，就是小時候不是家長都會送你去才藝班甚麼的嗎，然後就是一直換阿，可能就是彈鋼琴沒有用，然後就一直換換換，換到學畫畫之後才有比較好，然後一開始是被逼，然後後來就覺得還蠻好玩的,10,10,13,10,8,14,13
對就畫習慣了，然後就變成現在一種興趣,10,10,13,10,8,14,13
我讀書的時候不會畫，但是我是上課的時候,10,10,13,10,8,14,13
對我之前高中是很喜歡畫課本的那種,10,10,13,10,8,14,13
對對對就是大家一定都經歷過那種過程，我就是也是那種,10,10,13,10,8,14,13
然後唉唷就是，我喜歡看任何只要是好笑的或是甚麼的影片都喜歡，就連追韓劇那種我也都是挑那種有趣的來看，或者是綜藝節目那種,10,10,13,10,8,14,13
哦哦我之前會看，我現在比較少了,10,10,13,10,8,14,13
對阿,10,10,13,10,8,14,13
哦哦哦，很好笑,10,10,13,10,8,14,13
就是很舒壓，就是不用動腦那種,10,10,13,10,8,14,13
大概是一種興趣，然後還有我之前很喜歡，我現在沒有到很喜歡，但是我高中的時候很喜歡打籃球,10,10,13,10,8,14,13
就是我高中的時候還是校隊的,10,10,13,10,8,14,13
而且我們學校是，因為是私立學校，然後就是我讀的是比較好的班，就是我們那時候有分，私立學校有分好的班和壞的班,10,10,13,10,8,14,13
然後就是他就是規定好班不能打球,10,10,13,10,8,14,13
對然後我們就因為這個還有去跟校長吵架，反正就是最後校長還是有同意,10,10,13,10,8,14,13
對就是他會規定好的班不能加校隊,10,10,13,10,8,14,13
對他會怕你顧不了成績,10,10,13,10,8,14,13
然後反正後來就還是有改制度，所以我高中是校隊的，可是大學之後就沒了，因為要練早球,10,10,13,10,8,14,13
早球,10,10,13,10,8,14,13
真的起不來,10,10,13,10,8,14,13
對他是凌晨然後你要去佔場，我真的做不到,10,10,13,10,8,14,13
然後就是練完你就要全部都是汗然後去上課，就很累,10,10,13,10,8,14,13
所以我後來就上大學就當興趣而已,10,10,13,10,8,14,13
對阿,10,10,13,10,8,14,13
我屏東,10,10,13,10,8,14,13
南部小孩就是靜不下來,10,10,13,10,8,14,13
哦哦,10,10,13,10,8,14,13
哦∼,10,10,13,10,8,14,13
蠻酷的，我都沒有搬過家,10,10,13,10,8,14,13
對我從小住到上大學之前,10,10,13,10,8,14,13
對阿,10,10,13,10,8,14,13
屏東潮州,10,10,13,10,8,14,13
我們家其實沒有到很鄉下啦,10,10,13,10,8,14,13
對潮州還好，就是沒有到很鄉下，但是你還是可以看得到田，我們家附近就是田、都是田,10,10,13,10,8,14,13
我們那邊，我們家是種米跟紅豆,10,10,13,10,8,14,13
有就是有種，然後也有租給別人的那種,10,10,13,10,8,14,13
對阿就是阿公阿嬤當興趣玩的那種,10,10,13,10,8,14,13
然後就是其他就給別人弄這樣,10,10,13,10,8,14,13
哦哦哦對,10,10,13,10,8,14,13
對真的很癢,10,10,13,10,8,14,13
哦∼,10,10,13,10,8,14,13
是喔,10,10,13,10,8,14,13
哦∼我們也是　阿你有兄弟姊妹嗎,10,10,13,10,8,14,13
是喔,10,10,13,10,8,14,13
哇很幸福欸,10,10,13,10,8,14,13
對阿,10,10,13,10,8,14,13
對阿像我就是，我有一個弟弟跟一個妹妹,10,10,13,10,8,14,13
沒有就是，吼這真的講起來就很頭痛，就是我跟我弟只差兩歲，但是我跟我妹差了１０歲,10,10,13,10,8,14,13
對差距很大，然後他現在還在讀小學，所以就變成我們代溝比較大吧,10,10,13,10,8,14,13
而且因為我跟我弟的興趣比較近，然後又跟我妹隔比較遠,10,10,13,10,8,14,13
哦有可能，那我真的先巴了他,10,10,13,10,8,14,13
那我真的不行哈哈哈哈,10,10,13,10,8,14,13
你好,11,8,11,9,12,13,11
為什麼叫海豚，喜歡海豚嗎？,11,8,11,9,12,13,11
自由自在的。,11,8,11,9,12,13,11
那個就是在新美街、國華街那邊，就在復興他們當地的一個人，然後他大概中秋節的時候，每年中秋節的時候會辦一個吃米不吃米節的市集，大市集，然後就台南有很多餐車會去那邊，就是會賣很多文創的東西。,11,8,11,9,12,13,11
我也滿喜歡看日劇的。,11,8,11,9,12,13,11
可是我懶得追，我是電視上有播的時候看，之前看的是瞞天過海詐欺師，很有名的那女生，那個叫什麼……痾叫什麼我忘記了！長澤雅美啦！長澤雅美演的，就是在講三個詐欺師，騙另壞人的錢，因為要詐欺，有很多大陣仗，就會看到長澤雅美扮很多不同角色，而且他很久沒有演電視劇。,11,8,11,9,12,13,11
興趣…..,11,8,11,9,12,13,11
我很宅大部分都喜歡窩在家裡，最近會玩一些遊戲啊，最近很紅「第五人格」。,11,8,11,9,12,13,11
對，另外也不太算興趣啦！畫圖，不是畫手畫是電繪。,11,8,11,9,12,13,11
就是用AI那個畫。,11,8,11,9,12,13,11
也不太算是興趣，就是有在幫忙這一塊的工作。,11,8,11,9,12,13,11
也不算，就是我在帶營隊，幫營隊粉專的方面啊！,11,8,11,9,12,13,11
還有粉專發文的圖，就是我幫忙畫，就比較忙。,11,8,11,9,12,13,11
為什麼？,11,8,11,9,12,13,11
圖書館你最喜歡坐哪邊？,11,8,11,9,12,13,11
我覺得b2人其實是最少的。,11,8,11,9,12,13,11
我每次b2人都很少所以我很喜歡去。,11,8,11,9,12,13,11
唸一唸可以看一下外面。,11,8,11,9,12,13,11
對,11,8,11,9,12,13,11
對，北部。,11,8,11,9,12,13,11
大學幾乎都有耶舞。,11,8,11,9,12,13,11
也還好，不過我們系上聖誕節的時候會布置聖誕樹，去年聖誕節的時候，有一個桌子有小卡片，可以寫小卡片寫一些感謝系上的事情，然後你就可以把它掛在樹上，大家經過聖誕樹可以看一下這樣子，就還滿不錯的感覺。,11,8,11,9,12,13,11
這樣像某一個系的。,11,8,11,9,12,13,11
剛剛那個人已經猜到我什麼系的。,11,8,11,9,12,13,11
小時候去過。,11,8,11,9,12,13,11
新北好像是，新北耶誕城，新北市政府那邊就是會辦一個也不是市集，就是會佈置很多燈，就是很多人會去那邊玩，旁邊有sogo，然後很多人去那邊拍照。,11,8,11,9,12,13,11
不一定要看有沒有空，我沒有很常回家，大概一個月回去一次，但是我有聖誕節剛好回去過，另外就是101剛好也有辦這些活動，就是有點變質，101就是世貿那邊有規劃一整區，要買入場票才能進去，裡面攤販沒有很好，像去年就是什麼冰雪奇緣的主題展，反正我就是進去了，就是比較適合小朋友去玩，就是有租一些衣服啊，很適合小朋友去弄造型，然後我們就是會走道天橋那邊，可以看到他們在幹嘛就是去看一看。,11,8,11,9,12,13,11
我是考慮之後要不要參加單車節。,11,8,11,9,12,13,11
是成大的。,11,8,11,9,12,13,11
是校園博覽會，台大的校園博覽會叫杜鵑花節，政大是包種茶，成大就是單車節，我在考慮要不要去參加單車節，就是幫忙去辦這個校際博覽會，像去年的話他們就是推一系一系，每個系都有自己企業。,11,8,11,9,12,13,11
比如說你可能聽完電機系的導覽分配，你聽完就可以知道電機系以後的出路。,11,8,11,9,12,13,11
哈囉,11,8,11,9,12,13,11
我叫愛睏的貓,11,8,11,9,12,13,11
讀書是興趣喔？,11,8,11,9,12,13,11
我是愛睏的貓，平常我很宅，呵呵∼會宅在家裡，平常不喜歡出去玩，但還是會出去玩但台南太熱了，覺得有一點累，因為我沒有機車只能騎腳踏車，有時候去什麼國華街，因為我自己是北部人，來台南讀書滿特別的，大一的時候很喜歡跟朋友騎腳踏車啊，到處玩，然後現在是越來越懶，然後平常是喜歡玩桌遊，然後我很喜歡玩「風聲」我覺覺得很好玩，裡面有很多角色，一些技能，興趣喔！沒有特別興趣，唱唱歌之類的。,11,8,11,9,12,13,11
哈哈哈！,11,8,11,9,12,13,11
對，不一定，看最近別人在聽什麼吧。,11,8,11,9,12,13,11
就是像一陣子愛聽獨立樂團，像是田約翰比較冷門。,11,8,11,9,12,13,11
田約翰是台灣比較冷門的獨立樂團，之前很紅的茄子蛋，浪子回頭，哼哼哼∼∼∼他好像是得金曲吧？今年的金馬獎還是金曲吧。,11,8,11,9,12,13,11
然反正就那類的，然後最近在聽鄧紫棋、李榮浩的歌。,11,8,11,9,12,13,11
我很喜歡鄧紫棋，雖然他負面新聞有點多，不過我保持的保留的態度。,11,8,11,9,12,13,11
而且她很漂亮，女神。,11,8,11,9,12,13,11
中國有嘻哈嗎？,11,8,11,9,12,13,11
阿他們粉絲有猜出來嗎？,11,8,11,9,12,13,11
另外我還很喜歡看youtube，像我最近在玩第五人格。,11,8,11,9,12,13,11
就是跟朋友一起玩，不過我還滿喜歡看很強的人玩，就覺得他們很強我都練不起來，主要是跟朋友一起玩，我覺得很開心。,11,8,11,9,12,13,11
恩∼,11,8,11,9,12,13,11
黎明什麼挖糕….黎明再起。,11,8,11,9,12,13,11
痾……大部分都國內，浩浩啊，還有貓咪的，因為就是我很喜歡貓，黃阿嘛的後宮生活，他們就是在介紹他們養了七隻貓。,11,8,11,9,12,13,11
哈哈哈∼,11,8,11,9,12,13,11
他們的頻道真的很無腦。,11,8,11,9,12,13,11
可是會看得也就是那種年齡比較低的吧！,11,8,11,9,12,13,11
年齡比較大的就變得比較沈穩吧！,11,8,11,9,12,13,11
應該是我不喜歡他們講話的感覺。,11,8,11,9,12,13,11
我有看過放火的影片，可是我覺得他們很愛自嗨，覺得很尷尬，覺得聖傑石還比較好，就覺得很不ok。,11,8,11,9,12,13,11
哎∼聳動！,11,8,11,9,12,13,11
太廢了吧，廢片！,11,8,11,9,12,13,11
應該都是國中生點進去看。,11,8,11,9,12,13,11
我是大三，我很老了。,11,8,11,9,12,13,11
對，我是被找的，是因為前面的人問你這個問題嗎？,11,8,11,9,12,13,11
九分之六，男生有兩個是。,11,8,11,9,12,13,11
對，有兩個企管系的，反正我也沒有差。,11,8,11,9,12,13,11
大三？大三我就認識啊，怎麼可能不認識。,11,8,11,9,12,13,11
喔∼我知道他是誰了，但是不熟。,11,8,11,9,12,13,11
為什麼？,11,8,11,9,12,13,11
他去哪邊交換？,11,8,11,9,12,13,11
你是住宿舍嗎，還是住外面？,11,8,11,9,12,13,11
可是男生的宿舍好像不好搶。,11,8,11,9,12,13,11
可是不是參加一些有的沒的活動就可以積點，比如可以捐血啊之類的。,11,8,11,9,12,13,11
三創，就是有女生有男生，然後在光一嗎？,11,8,11,9,12,13,11
所以你有修那個學程嗎？,11,8,11,9,12,13,11
嗨你好,11,8,11,9,12,13,11
呃…要聊什麼 呵呵呵,11,8,11,9,12,13,11
你有甚麼興趣嗎,11,8,11,9,12,13,11
你有甚麼興趣嗎,11,8,11,9,12,13,11
唱歌,11,8,11,9,12,13,11
甚麼歌 唱甚麼歌 你有喜歡甚麼流行歌手嗎,11,8,11,9,12,13,11
哦∼,11,8,11,9,12,13,11
哦∼啊有喜歡甚麼歌手嗎,11,8,11,9,12,13,11
周興哲　哦哦哦哦哦∼他的聲音不是蠻高的嗎,11,8,11,9,12,13,11
呵呵呵∼為甚麼,11,8,11,9,12,13,11
就覺得很好聽,11,8,11,9,12,13,11
呵呵呵∼,11,8,11,9,12,13,11
我也蠻喜歡唱歌的　我喜歡鄧紫琪　然後其他的話，我也蠻喜歡聽就是英文歌的，對　主要是聽歌啦，不是喜歡歌手　就是以歌好聽再去聽這樣子　然後國外樂團我也蠻喜歡…,11,8,11,9,12,13,11
蛤,11,8,11,9,12,13,11
哦我都聽YOUTUBE 因為我不想下載,11,8,11,9,12,13,11
沒錢,11,8,11,9,12,13,11
所以你會彈吉他喔,11,8,11,9,12,13,11
我以前也學過　就是泌尿師他那種古典指派,11,8,11,9,12,13,11
我高一的時候學的，不過後來就沒有再繼續學了,11,8,11,9,12,13,11
就是後來就是 因為我們學校的吉他社是　就是你要考上幹部才能待的　所以後來我就不想考幹　所以我就沒有繼續待了然後後來就…,11,8,11,9,12,13,11
而且那個壓力也蠻大的,11,8,11,9,12,13,11
嗯？,11,8,11,9,12,13,11
因為後來就在考學測、指考之類的所以就覺得比較沒有時間,11,8,11,9,12,13,11
有∼我有想過　但是我沒有堅持,11,8,11,9,12,13,11
那個太難了　我光是一個指法　和弦就已經記到快不行了,11,8,11,9,12,13,11
就是Ｃ-ｃｏｒｅ,11,8,11,9,12,13,11
然後…像我現在也只記得Ｃ和弦跟Ｍ-ｍｉｃ,11,8,11,9,12,13,11
沒有還有Ｇ-ｍｉｃ,11,8,11,9,12,13,11
反正就是一些簡單的和弦　其他那種比較封閉的都太難了,11,8,11,9,12,13,11
蛤,11,8,11,9,12,13,11
有∼但是那陣子有長繭　所以就彈得起來，但是現在就是都沒繭了所以就彈不起來,11,8,11,9,12,13,11
對對對　沒有啊就是…,11,8,11,9,12,13,11
我覺得我ｆｉｎｇｅｒｉｎｇ比較不強啦,11,8,11,9,12,13,11
就是ｆｉｎｇｅｒｉｎｇ很難　我覺得,11,8,11,9,12,13,11
應該是∼呵呵,11,8,11,9,12,13,11
就是慢慢一個一個這樣彈單音的我覺得很難,11,8,11,9,12,13,11
然後看譜看很久看不懂,11,8,11,9,12,13,11
我可能沒有那種感覺,11,8,11,9,12,13,11
哦∼,11,8,11,9,12,13,11
太難了,11,8,11,9,12,13,11
我鋼琴…我根本就沒有學過鋼琴所以更慘ＸＤ,11,8,11,9,12,13,11
我連那個小星星都要彈非常非常非常久　沒有音樂的天賦,11,8,11,9,12,13,11
之前是邊彈邊唱所以就還行這樣子,11,8,11,9,12,13,11
大三大三,11,8,11,9,12,13,11
對阿之類的，或在家裡自己唱ＸＤ,11,8,11,9,12,13,11
阿所以…蛤,11,8,11,9,12,13,11
英文歌喔…比較難抓到他們講話的速度跟富準度　像之前我想練那個ｇｏ　ｗａｙ　ｇｉｒｌ，那個詞真的超多,11,8,11,9,12,13,11
對然後就…,11,8,11,9,12,13,11
太累了,11,8,11,9,12,13,11
那你有加甚麼其他社團嗎，還是就是自己練,11,8,11,9,12,13,11
我們系上有一個學長　他也是自己寫歌　然後我們甚麼系上的營隊啊有的沒的都是他寫的,11,8,11,9,12,13,11
恩∼,11,8,11,9,12,13,11
還是要有一點樂理的基礎啦　我樂理太差了　甚麼和弦…,11,8,11,9,12,13,11
哦∼酷,11,8,11,9,12,13,11
對對,11,8,11,9,12,13,11
有弦律就會…,11,8,11,9,12,13,11
還算喜歡　但是並沒有到非常熱愛啦,11,8,11,9,12,13,11
恩恩聽跟唱，沒有想過要寫，寫太難了,11,8,11,9,12,13,11
有，但是就是很普通很普通很普通很普通的Ｉｐｈｏｎｅ耳機,11,8,11,9,12,13,11
對對對　他們不是在抽那個甚麼ＨＥＡＲＴＣＲＡＦＴ　你就是那個團隊的人？,11,8,11,9,12,13,11
天啊　太酷了，我有一個朋友之前在幫你們做行銷,11,8,11,9,12,13,11
呃這個好像是不能講的哈哈∼反正就是我朋友啦,11,8,11,9,12,13,11
然後對阿,11,8,11,9,12,13,11
這個我就不知道了，我沒聽他講過，沒有問過他,11,8,11,9,12,13,11
真的假的,11,8,11,9,12,13,11
還是你聽說的朋友是跟我不一樣的朋友，因為好像有兩三個人都在幫你們做,11,8,11,9,12,13,11
哦∼,11,8,11,9,12,13,11
太難,11,8,11,9,12,13,11
嗯…,11,8,11,9,12,13,11
所以你們是自己做出那個耳機喔　還是有些…,11,8,11,9,12,13,11
是自己去研究嗎？怎麼會…,11,8,11,9,12,13,11
學校裡面喔？,11,8,11,9,12,13,11
為甚麼要在學校裡面,11,8,11,9,12,13,11
嗯∼,11,8,11,9,12,13,11
沒∼有∼（笑）,11,8,11,9,12,13,11
他又沒有發ＦＢ,11,8,11,9,12,13,11
哦∼我有看到那個徵稿的,11,8,11,9,12,13,11
投了嗎？投票了嗎,11,8,11,9,12,13,11
我有看到那個設計的稿,11,8,11,9,12,13,11
喔也是啦有抽獎,11,8,11,9,12,13,11
嗯∼,11,8,11,9,12,13,11
呵呵呵∼,11,8,11,9,12,13,11
這樣還不錯啊，有一個案可以玩,11,8,11,9,12,13,11
不知道欸就是呃…我真的在考慮要不要考公務員，然後就覺得，可是這樣好像有點太無聊,11,8,11,9,12,13,11
對阿可是因為不知道之後到底想幹嘛,11,8,11,9,12,13,11
可是公務員是穩定的,11,8,11,9,12,13,11
哦∼,11,8,11,9,12,13,11
先去嘗試,11,8,11,9,12,13,11
真的嗎？及格率不是超低的嗎,11,8,11,9,12,13,11
嗯∼,11,8,11,9,12,13,11
嗯∼,11,8,11,9,12,13,11
因為比較多人搶，大家都可以考,11,8,11,9,12,13,11
其實我也是有想過要去考銀行，甚麼台銀土銀這種…,11,8,11,9,12,13,11
呵呵呵呵，好是你猜的，在場有超級無敵多這個系的,11,8,11,9,12,13,11
對,11,8,11,9,12,13,11
女生應該九個有六個都是,11,8,11,9,12,13,11
對阿所以就是…,11,8,11,9,12,13,11
找人來呵呵呵,11,8,11,9,12,13,11
對差不多就是這樣，然後就是互相找，男生也有兩個是，就是不要介意∼,11,8,11,9,12,13,11
哈囉,12,9,11,10,7,11,11
我叫,12,9,11,10,7,11,11
我先自我介紹嗎？好，那我先，我叫樂觀的拉拉熊，就是很明顯我是一個樂觀的人，然後我常常跟別人自己介紹自己是一個自虐狂，為什麼？是因為通常給我兩條路走，一條是比較難、比較有挑戰性，然後一條是很簡單、可以很輕鬆做完的，我通常都是選比較難的，就是有一點自虐傾象，找事情給自己做，我通常會想挑戰比較難一點的。然後我，我平常興趣是攝影，所以我剛剛有跟那個他們拍照的聊天、攝影、然後騎腳踏車、打籃球、還有打桌遊、喔！最後是讀書。,12,9,11,10,7,11,11
哈哈哈！我覺得越老的越要把它當作興趣會比較開心，好∼大概是這樣子。,12,9,11,10,7,11,11
哪一類型的歌？隨便聽？呵呵呵∼,12,9,11,10,7,11,11
我是隨便聽，我是用spotify，看他不就有類別的歌單嗎？,12,9,11,10,7,11,11
跟著聽。,12,9,11,10,7,11,11
外國的嗎？,12,9,11,10,7,11,11
應該是金曲獎。,12,9,11,10,7,11,11
鄧紫棋！,12,9,11,10,7,11,11
鄧紫棋超強的。,12,9,11,10,7,11,11
你有看過最近他不是有上那個……,12,9,11,10,7,11,11
對∼中國有嘻哈，他超強，他不是有幫忙唱那個hook，他也是一個很有趣的人，我看他youtube有一個影片，偽裝成售票人員，打電話給買她票的人跟他聊天，她就很兇，兇她的歌迷，就直接罵那個他的歌迷、她的粉絲，哈哈哈！,12,9,11,10,7,11,11
有幾個有猜出來，有幾個就回嗆，有幾個就用廣東話回她，他就回她「雷很強」，鄧紫棋就說你怎麼聽出來了。,12,9,11,10,7,11,11
你是認真玩，還是玩開心的？所以你會想練技術？,12,9,11,10,7,11,11
一起逃出去。,12,9,11,10,7,11,11
我之前就是有載下來玩，可是之前我暑假在實習，那時候就沒空玩，後來就把它刪掉了，哈哈哈！我覺得他還滿精緻的，就是整個畫風……之前有個電腦遊戲跟他很像。,12,9,11,10,7,11,11
我也不知道，反正就是Q版的。Youtube，你是看國內？,12,9,11,10,7,11,11
浩浩喔，超強的。,12,9,11,10,7,11,11
我平常會看那個誒，我之前都看台灣，最近感覺要練一下英文了，就轉看香港那邊因為香港說英文要不然就是歐洲，或者美國的實況轉播，我之前就是看joeman、還有阿滴   ，還有youtuber長青族、蔡阿嘎，youtuber的始祖，我是不會看bang，聖結石，我們班同學超不喜歡這個的啊，之前我們系會面試，他們超靠北的，只要有人回答小玉就醫率不錄取。,12,9,11,10,7,11,11
可是他們都吸引到很多人。,12,9,11,10,7,11,11
腦粉！,12,9,11,10,7,11,11
你有時候會被他們主題吸引進去嗎？他們的主題都很聳動。,12,9,11,10,7,11,11
調調。,12,9,11,10,7,11,11
嗨,12,9,11,10,7,11,11
自我介紹嗎哈哈,12,9,11,10,7,11,11
我先嗎哈哈,12,9,11,10,7,11,11
我叫樂觀的拉拉熊,12,9,11,10,7,11,11
阿我影片是說，我不是一個很樂觀的人,12,9,11,10,7,11,11
我喜歡做很多事情，我會怎樣形容自己?我會覺得我是一個自虐狂,12,9,11,10,7,11,11
為甚麼會說是自虐狂，因為當兩條路給我選，一條是比較難一條輕鬆，我通常會選那個比較難的,12,9,11,10,7,11,11
我會比較喜歡挑戰自己或是人，因為可能可以認識很多不同的人,12,9,11,10,7,11,11
事情喔，像我大學參加蠻多活動，不同類型的活動，所以就甚麼都去嘗試,12,9,11,10,7,11,11
可能每個組織待一下，待一下再去玩別的東西,12,9,11,10,7,11,11
可是都有盡力去把它弄好,12,9,11,10,7,11,11
人就是也是，像會遇到很多不同人，可以知道他們背後的故事，像有些同學很強也可以向他學習,12,9,11,10,7,11,11
但他背後也是有他的辛酸,12,9,11,10,7,11,11
然後我興趣平常是攝影，然後騎檔車然後玩桌遊，對大概就這樣子,12,9,11,10,7,11,11
還有讀書哈哈哈,12,9,11,10,7,11,11
哈哈 好OK大概這樣,12,9,11,10,7,11,11
哦有有有,12,9,11,10,7,11,11
